"id","armA","armB","responded","female","age","agegrp","edu","town","camp"
2733,1,0,0,1,32,"30-44","higher","town","none"
2734,0,1,0,1,29,"18-29","higher","city","opp"
2735,0,1,0,1,59,"45-59","secondary","town","opp"
2736,0,1,0,1,72,"60+","secondary","rural","opp"
2737,0,1,0,1,47,"45-59","higher","rural","gov"
2738,1,0,0,1,55,"45-59","secondary","town","none"
2739,1,0,0,0,66,"60+","higher","town","none"
2740,0,1,0,0,70,"60+","secondary","rural","gov"
2741,1,0,1,1,40,"30-44","secondary","rural","none"
2742,1,0,0,1,29,"18-29","secondary","city","gov"
2743,0,1,0,1,27,"18-29","higher","town","gov"
2744,0,1,0,1,41,"30-44","secondary","town","gov"
2745,1,0,1,0,62,"60+","secondary","town","none"
2746,1,0,1,0,61,"60+","secondary","city","gov"
2747,0,1,0,0,58,"45-59","secondary","rural","none"
2748,0,1,0,1,30,"30-44","higher","rural","opp"
2749,1,0,0,0,67,"60+","secondary","city","opp"
2750,1,0,0,0,42,"30-44","higher","town","opp"
2751,0,1,0,0,48,"45-59","basic","city","gov"
2752,1,0,1,0,36,"30-44","secondary","rural","gov"
2753,0,1,0,1,68,"60+","secondary","rural","none"
2754,0,1,0,1,59,"45-59","secondary","city","gov"
2755,1,0,0,1,30,"30-44","secondary","rural","gov"
2756,1,0,0,0,60,"60+","secondary","city","gov"
2757,0,1,0,1,69,"60+","secondary","rural","none"
2758,1,0,0,1,47,"45-59","secondary","city","none"
2759,1,0,0,0,63,"60+","higher","town","gov"
2760,0,1,0,1,64,"60+","higher","rural","gov"
2761,1,0,0,0,30,"30-44","secondary","town","none"
2762,1,0,0,0,75,"60+","basic","city","gov"
2763,0,1,0,0,30,"30-44","secondary","rural","none"
2764,1,0,0,1,68,"60+","higher","city","gov"
2765,0,1,0,0,69,"60+","higher","rural","gov"
2766,0,1,0,1,35,"30-44","basic","town","opp"
2767,1,0,0,0,57,"45-59","secondary","town","none"
2768,1,0,0,0,28,"18-29","secondary","city","none"
2769,1,0,1,0,23,"18-29","higher","town","opp"
2770,0,1,0,1,35,"30-44","secondary","town","gov"
2771,1,0,1,1,22,"18-29","secondary","city","gov"
2772,1,0,0,0,46,"45-59","higher","town","gov"
2773,1,0,0,0,66,"60+","basic","city","gov"
2774,1,0,0,0,67,"60+","secondary","rural","none"
2775,0,1,0,1,25,"18-29","higher","city","none"
2776,0,1,0,0,57,"45-59","higher","rural","opp"
2777,1,0,0,0,32,"30-44","higher","town","none"
2778,0,1,1,1,24,"18-29","secondary","city","opp"
2779,1,0,0,0,69,"60+","higher","town","none"
2780,1,0,0,1,51,"45-59","higher","rural","none"
2781,1,0,0,0,34,"30-44","secondary","town","opp"
2782,1,0,0,1,33,"30-44","secondary","town","opp"
2783,0,1,0,0,76,"60+","secondary","rural","opp"
2784,0,1,0,1,62,"60+","secondary","rural","gov"
2785,0,1,0,1,50,"45-59","basic","town","opp"
2786,1,0,1,0,43,"30-44","secondary","rural","opp"
2787,1,0,0,1,67,"60+","secondary","town","none"
2788,0,1,0,0,64,"60+","basic","rural","opp"
2789,1,0,0,0,61,"60+","secondary","rural","opp"
2790,0,1,1,1,56,"45-59","secondary","town","opp"
2791,0,1,0,1,38,"30-44","secondary","city","gov"
2792,1,0,1,1,32,"30-44","higher","rural","none"
2793,0,1,0,0,41,"30-44","higher","city","opp"
2794,1,0,0,1,37,"30-44","higher","town","opp"
2795,0,1,0,0,47,"45-59","secondary","rural","none"
2796,1,0,0,1,42,"30-44","higher","rural","none"
2797,0,1,0,1,54,"45-59","higher","town","none"
2798,1,0,0,0,74,"60+","secondary","town","opp"
2799,0,1,0,0,64,"60+","higher","town","none"
2800,0,1,0,1,28,"18-29","secondary","town","none"
2801,0,1,0,1,49,"45-59","secondary","town","opp"
2802,1,0,0,0,40,"30-44","higher","rural","none"
2803,0,1,0,1,32,"30-44","secondary","city","opp"
2804,1,0,0,0,83,"60+","secondary","rural","gov"
2805,1,0,0,1,28,"18-29","secondary","city","opp"
2806,1,0,0,0,52,"45-59","higher","town","none"
2807,1,0,0,1,70,"60+","secondary","rural","gov"
2808,1,0,0,0,46,"45-59","secondary","rural","gov"
2809,0,1,0,1,23,"18-29","basic","city","none"
2810,0,1,0,0,53,"45-59","secondary","city","gov"
2811,0,1,0,1,54,"45-59","secondary","town","opp"
2812,1,0,0,1,58,"45-59","secondary","town","none"
2813,0,1,0,1,76,"60+","secondary","rural","opp"
2814,0,1,0,0,55,"45-59","secondary","rural","none"
2815,0,1,0,0,48,"45-59","higher","city","gov"
2816,1,0,0,1,64,"60+","higher","town","none"
2817,1,0,0,0,38,"30-44","secondary","town","opp"
2818,0,1,0,0,52,"45-59","secondary","town","opp"
2819,1,0,1,0,36,"30-44","secondary","town","opp"
2820,0,1,0,0,37,"30-44","secondary","town","gov"
2821,0,1,1,1,21,"18-29","secondary","rural","gov"
2822,1,0,0,1,26,"18-29","secondary","town","gov"
2823,0,1,0,0,34,"30-44","secondary","rural","opp"
2824,1,0,0,0,75,"60+","secondary","rural","none"
2825,0,1,1,0,58,"45-59","higher","rural","opp"
2826,1,0,0,1,66,"60+","higher","city","opp"
2827,0,1,0,0,30,"30-44","higher","rural","gov"
2828,0,1,1,0,42,"30-44","higher","town","opp"
2829,1,0,0,0,47,"45-59","secondary","town","gov"
2830,1,0,0,0,63,"60+","secondary","town","opp"
2831,1,0,0,1,43,"30-44","higher","rural","none"
2832,1,0,0,1,45,"45-59","secondary","town","none"
2833,0,1,0,0,63,"60+","higher","city","none"
2834,0,1,0,0,58,"45-59","secondary","town","gov"
2835,0,1,0,1,48,"45-59","secondary","town","opp"
2836,1,0,0,0,27,"18-29","secondary","town","gov"
2837,1,0,0,0,42,"30-44","secondary","town","gov"
2838,0,1,0,1,73,"60+","higher","rural","none"
2839,1,0,0,1,61,"60+","basic","rural","none"
2840,0,1,0,1,45,"45-59","secondary","rural","gov"
2841,1,0,0,1,29,"18-29","secondary","town","none"
2842,1,0,1,1,30,"30-44","basic","rural","gov"
2843,0,1,1,0,62,"60+","higher","city","opp"
2844,0,1,0,0,43,"30-44","higher","rural","gov"
2845,0,1,0,1,58,"45-59","higher","rural","gov"
2846,1,0,1,1,62,"60+","basic","town","gov"
2847,1,0,1,1,23,"18-29","secondary","rural","none"
2848,1,0,1,1,48,"45-59","secondary","town","gov"
2849,0,1,0,1,30,"30-44","secondary","rural","gov"
2850,0,1,0,0,55,"45-59","higher","rural","gov"
2851,1,0,1,0,43,"30-44","higher","town","gov"
2852,0,1,0,1,61,"60+","secondary","rural","gov"
2853,1,0,0,1,72,"60+","basic","town","opp"
2854,0,1,0,1,60,"60+","secondary","rural","none"
2855,1,0,0,0,73,"60+","secondary","rural","none"
2856,1,0,0,0,53,"45-59","secondary","city","none"
2857,0,1,0,1,66,"60+","basic","city","none"
2858,0,1,0,0,70,"60+","basic","town","gov"
2859,1,0,0,1,53,"45-59","secondary","rural","opp"
2860,0,1,0,0,46,"45-59","secondary","town","opp"
2861,1,0,0,0,32,"30-44","secondary","city","gov"
2862,1,0,0,1,53,"45-59","higher","rural","gov"
2863,1,0,0,1,34,"30-44","higher","rural","gov"
2864,0,1,0,1,59,"45-59","secondary","town","gov"
2865,0,1,0,0,60,"60+","basic","city","opp"
2866,1,0,1,0,49,"45-59","secondary","city","gov"
2867,1,0,0,0,51,"45-59","secondary","rural","opp"
2868,0,1,0,1,39,"30-44","higher","town","none"
2869,1,0,0,1,37,"30-44","secondary","town","opp"
2870,1,0,0,0,72,"60+","secondary","town","opp"
2871,1,0,0,1,44,"30-44","secondary","city","gov"
2872,1,0,0,1,44,"30-44","secondary","town","opp"
2873,1,0,0,1,27,"18-29","higher","city","gov"
2874,1,0,0,0,49,"45-59","higher","rural","gov"
2875,0,1,0,1,61,"60+","secondary","rural","gov"
2876,0,1,1,0,54,"45-59","secondary","rural","gov"
2877,1,0,1,1,73,"60+","secondary","rural","gov"
2878,1,0,0,0,23,"18-29","secondary","rural","none"
2879,1,0,0,0,71,"60+","secondary","rural","none"
2880,0,1,0,0,56,"45-59","higher","city","opp"
2881,0,1,0,0,27,"18-29","secondary","rural","opp"
2882,1,0,1,0,75,"60+","basic","town","opp"
2883,1,0,0,1,45,"45-59","secondary","rural","gov"
2884,1,0,0,1,67,"60+","basic","city","none"
2885,0,1,0,1,51,"45-59","secondary","rural","none"
2886,0,1,0,1,32,"30-44","higher","town","none"
2887,0,1,0,0,58,"45-59","secondary","rural","gov"
2888,1,0,0,1,51,"45-59","basic","city","none"
2889,0,1,0,1,24,"18-29","higher","rural","none"
2890,1,0,0,0,53,"45-59","secondary","town","none"
2891,1,0,0,1,54,"45-59","higher","rural","opp"
2892,0,1,1,1,41,"30-44","basic","town","opp"
2893,1,0,0,1,41,"30-44","higher","town","none"
2894,1,0,0,1,71,"60+","secondary","rural","opp"
2895,0,1,0,0,41,"30-44","higher","town","none"
2896,0,1,0,1,35,"30-44","secondary","rural","opp"
2897,1,0,0,0,43,"30-44","higher","city","none"
2898,0,1,0,1,73,"60+","secondary","city","gov"
2899,0,1,0,1,52,"45-59","higher","town","none"
2900,1,0,1,0,43,"30-44","secondary","rural","opp"
2901,1,0,0,1,33,"30-44","secondary","rural","none"
2902,1,0,0,0,68,"60+","secondary","city","none"
2903,0,1,0,0,51,"45-59","secondary","town","opp"
2904,1,0,0,1,50,"45-59","secondary","rural","opp"
2905,1,0,1,1,36,"30-44","secondary","town","opp"
2906,0,1,0,1,31,"30-44","higher","rural","none"
2907,1,0,0,1,52,"45-59","higher","city","opp"
2908,1,0,0,0,59,"45-59","secondary","rural","none"
2909,0,1,0,1,25,"18-29","higher","rural","none"
2910,1,0,0,0,23,"18-29","higher","town","none"
2911,0,1,0,0,72,"60+","secondary","town","opp"
2912,1,0,0,1,41,"30-44","basic","rural","opp"
2913,1,0,1,1,68,"60+","basic","town","gov"
2914,0,1,0,0,44,"30-44","secondary","rural","gov"
2915,0,1,0,0,70,"60+","secondary","rural","gov"
2916,0,1,0,0,60,"60+","secondary","rural","gov"
2917,1,0,0,0,66,"60+","secondary","rural","opp"
2918,1,0,0,0,55,"45-59","secondary","city","none"
2919,1,0,0,0,33,"30-44","higher","town","none"
2920,0,1,0,1,44,"30-44","secondary","town","opp"
2921,1,0,1,0,26,"18-29","secondary","town","none"
2922,0,1,0,1,26,"18-29","secondary","rural","gov"
2923,0,1,0,0,60,"60+","higher","town","gov"
2924,0,1,0,0,37,"30-44","secondary","city","gov"
2925,0,1,0,1,46,"45-59","secondary","town","opp"
2926,0,1,1,0,61,"60+","higher","rural","gov"
2927,1,0,0,0,81,"60+","secondary","rural","none"
2928,1,0,0,1,59,"45-59","higher","rural","opp"
2929,1,0,0,0,31,"30-44","higher","town","opp"
2930,1,0,0,1,38,"30-44","secondary","town","gov"
2931,1,0,0,1,60,"60+","higher","city","opp"
2932,1,0,1,0,65,"60+","secondary","rural","none"
2933,1,0,1,1,41,"30-44","secondary","city","opp"
2934,1,0,0,0,46,"45-59","secondary","rural","opp"
2935,0,1,0,1,55,"45-59","basic","city","gov"
2936,1,0,0,0,51,"45-59","secondary","rural","none"
2937,1,0,0,1,60,"60+","basic","city","gov"
2938,0,1,0,0,48,"45-59","secondary","city","gov"
2939,1,0,1,1,55,"45-59","secondary","town","none"
2940,0,1,0,0,45,"45-59","secondary","town","opp"
2941,1,0,1,0,46,"45-59","secondary","town","gov"
2942,0,1,0,0,25,"18-29","secondary","rural","none"
2943,0,1,0,1,52,"45-59","secondary","town","opp"
2944,0,1,0,1,49,"45-59","secondary","rural","gov"
2945,1,0,1,0,70,"60+","basic","rural","none"
2946,1,0,0,1,35,"30-44","secondary","city","gov"
2947,1,0,0,1,56,"45-59","secondary","city","none"
2948,1,0,1,1,28,"18-29","secondary","town","none"
2949,1,0,0,0,49,"45-59","higher","town","opp"
2950,1,0,1,0,42,"30-44","secondary","city","opp"
2951,1,0,1,0,36,"30-44","secondary","town","opp"
2952,0,1,0,0,75,"60+","higher","rural","none"
2953,1,0,0,0,39,"30-44","higher","town","none"
2954,0,1,0,0,25,"18-29","higher","city","opp"
2955,1,0,0,1,49,"45-59","secondary","city","none"
2956,1,0,1,1,40,"30-44","secondary","town","gov"
2957,1,0,0,0,74,"60+","secondary","city","gov"
2958,0,1,0,1,63,"60+","secondary","town","opp"
2959,0,1,0,0,60,"60+","higher","rural","opp"
2960,0,1,0,1,56,"45-59","higher","town","opp"
2961,0,1,0,0,45,"45-59","secondary","city","none"
2962,1,0,0,0,41,"30-44","secondary","town","opp"
2963,0,1,1,0,29,"18-29","higher","rural","gov"
2964,0,1,0,1,27,"18-29","secondary","city","gov"
2965,0,1,0,1,33,"30-44","secondary","town","gov"
2966,0,1,0,0,64,"60+","higher","rural","opp"
2967,0,1,0,0,51,"45-59","secondary","city","gov"
2968,0,1,1,1,65,"60+","higher","town","gov"
2969,0,1,0,0,25,"18-29","higher","city","gov"
2970,0,1,0,1,29,"18-29","basic","town","opp"
2971,1,0,0,1,51,"45-59","basic","rural","gov"
2972,0,1,0,0,53,"45-59","secondary","town","gov"
2973,0,1,0,0,70,"60+","secondary","rural","opp"
2974,0,1,0,0,60,"60+","secondary","rural","gov"
2975,1,0,0,1,37,"30-44","higher","city","opp"
2976,1,0,0,1,39,"30-44","higher","town","gov"
2977,1,0,0,0,56,"45-59","basic","rural","gov"
2978,0,1,0,0,66,"60+","secondary","city","gov"
2979,0,1,0,0,70,"60+","secondary","rural","opp"
2980,1,0,0,1,29,"18-29","higher","town","none"
2981,0,1,0,0,59,"45-59","secondary","rural","gov"
2982,1,0,0,0,80,"60+","higher","town","none"
2983,0,1,0,0,45,"45-59","secondary","rural","none"
2984,0,1,0,0,64,"60+","secondary","city","gov"
2985,0,1,0,0,54,"45-59","basic","rural","none"
2986,0,1,0,0,81,"60+","secondary","rural","none"
2987,1,0,0,1,57,"45-59","secondary","rural","gov"
2988,0,1,0,1,45,"45-59","higher","town","none"
2989,0,1,0,1,63,"60+","basic","city","none"
2990,0,1,0,1,26,"18-29","secondary","rural","opp"
2991,0,1,0,1,54,"45-59","basic","city","opp"
2992,1,0,0,1,33,"30-44","secondary","town","gov"
2993,1,0,0,1,42,"30-44","secondary","city","none"
2994,0,1,0,1,60,"60+","secondary","town","gov"
2995,1,0,0,1,41,"30-44","secondary","city","opp"
2996,0,1,0,1,49,"45-59","secondary","city","none"
2997,0,1,0,0,53,"45-59","secondary","rural","opp"
2998,0,1,0,1,24,"18-29","higher","town","gov"
2999,0,1,0,1,36,"30-44","higher","rural","gov"
3000,1,0,1,1,36,"30-44","basic","rural","gov"
3001,0,1,0,1,41,"30-44","higher","rural","none"
3002,1,0,0,1,79,"60+","basic","rural","opp"
3003,0,1,0,1,68,"60+","secondary","town","gov"
3004,0,1,1,1,29,"18-29","higher","town","gov"
3005,0,1,0,0,60,"60+","secondary","rural","opp"
3006,0,1,0,1,61,"60+","secondary","rural","none"
3007,0,1,0,0,68,"60+","secondary","city","none"
3008,1,0,0,1,46,"45-59","secondary","town","none"
3009,0,1,0,0,41,"30-44","secondary","town","none"
3010,1,0,1,0,72,"60+","secondary","rural","gov"
3011,1,0,1,1,43,"30-44","higher","rural","opp"
3012,1,0,0,1,60,"60+","higher","rural","none"
3013,0,1,0,1,28,"18-29","secondary","city","gov"
3014,1,0,1,1,57,"45-59","basic","rural","none"
3015,0,1,0,1,66,"60+","basic","city","gov"
3016,0,1,0,0,79,"60+","basic","rural","gov"
3017,1,0,1,1,21,"18-29","secondary","city","gov"
3018,0,1,0,0,22,"18-29","secondary","rural","opp"
3019,1,0,0,0,56,"45-59","secondary","city","gov"
3020,0,1,0,1,46,"45-59","higher","city","gov"
3021,1,0,0,1,72,"60+","secondary","rural","none"
3022,1,0,0,1,38,"30-44","secondary","city","none"
3023,0,1,0,1,75,"60+","higher","town","none"
3024,0,1,0,1,76,"60+","secondary","rural","opp"
3025,1,0,1,0,67,"60+","secondary","town","none"
3026,1,0,0,1,54,"45-59","basic","town","opp"
3027,1,0,0,0,38,"30-44","higher","city","opp"
3028,0,1,0,0,35,"30-44","secondary","city","gov"
3029,0,1,0,1,49,"45-59","secondary","rural","gov"
3030,1,0,1,0,43,"30-44","basic","rural","gov"
3031,0,1,0,1,53,"45-59","secondary","town","gov"
3032,1,0,1,0,46,"45-59","secondary","town","opp"
3033,0,1,0,1,53,"45-59","basic","town","none"
3034,1,0,0,1,30,"30-44","higher","rural","gov"
3035,0,1,0,1,60,"60+","secondary","rural","none"
3036,1,0,1,1,58,"45-59","secondary","rural","none"
3037,1,0,0,0,45,"45-59","secondary","rural","none"
3038,1,0,1,1,63,"60+","secondary","city","none"
3039,1,0,0,1,43,"30-44","higher","rural","none"
3040,1,0,0,0,54,"45-59","secondary","city","none"
3041,1,0,0,1,43,"30-44","secondary","rural","none"
3042,0,1,1,0,48,"45-59","secondary","town","none"
3043,1,0,0,0,33,"30-44","higher","town","gov"
3044,1,0,0,0,26,"18-29","secondary","city","gov"
3045,1,0,1,1,64,"60+","secondary","rural","opp"
3046,1,0,1,1,48,"45-59","secondary","city","none"
3047,0,1,0,0,52,"45-59","higher","town","none"
3048,1,0,1,0,37,"30-44","secondary","city","none"
3049,1,0,1,1,33,"30-44","higher","rural","none"
3050,1,0,1,0,28,"18-29","secondary","town","opp"
3051,1,0,1,0,21,"18-29","higher","town","opp"
3052,1,0,1,1,43,"30-44","secondary","city","none"
3053,0,1,0,1,55,"45-59","higher","rural","gov"
3054,0,1,0,0,57,"45-59","secondary","rural","none"
3055,1,0,0,1,70,"60+","secondary","city","gov"
3056,1,0,0,0,71,"60+","secondary","rural","opp"
3057,1,0,1,0,49,"45-59","secondary","town","gov"
3058,0,1,0,1,61,"60+","higher","town","none"
3059,0,1,0,0,45,"45-59","basic","city","opp"
3060,1,0,0,1,25,"18-29","higher","city","opp"
3061,1,0,1,1,64,"60+","higher","city","gov"
3062,1,0,0,1,45,"45-59","higher","town","gov"
3063,0,1,0,1,70,"60+","higher","city","gov"
3064,0,1,0,1,56,"45-59","basic","town","gov"
3065,0,1,0,0,61,"60+","basic","city","gov"
3066,1,0,1,0,36,"30-44","higher","rural","gov"
3067,1,0,0,0,31,"30-44","secondary","town","gov"
3068,0,1,0,1,66,"60+","secondary","town","none"
3069,1,0,0,0,25,"18-29","higher","town","gov"
3070,0,1,0,1,65,"60+","secondary","city","none"
3071,0,1,0,1,52,"45-59","secondary","city","gov"
3072,1,0,0,0,67,"60+","higher","rural","opp"
3073,0,1,0,0,50,"45-59","secondary","rural","gov"
3074,1,0,0,1,30,"30-44","higher","town","none"
3075,0,1,0,1,61,"60+","higher","town","none"
3076,0,1,0,0,81,"60+","secondary","town","none"
3077,0,1,0,1,56,"45-59","basic","rural","opp"
3078,1,0,1,1,30,"30-44","higher","town","none"
3079,0,1,0,0,75,"60+","basic","city","none"
3080,0,1,0,1,54,"45-59","basic","town","opp"
3081,0,1,0,1,67,"60+","higher","town","none"
3082,1,0,0,0,59,"45-59","higher","town","none"
3083,1,0,0,1,69,"60+","secondary","town","gov"
3084,0,1,0,1,41,"30-44","secondary","town","none"
3085,0,1,0,1,67,"60+","higher","town","gov"
3086,0,1,0,0,59,"45-59","higher","rural","none"
3087,1,0,0,1,30,"30-44","secondary","rural","none"
3088,1,0,0,0,50,"45-59","secondary","rural","opp"
3089,0,1,0,1,46,"45-59","secondary","town","gov"
3090,1,0,0,0,39,"30-44","secondary","rural","gov"
3091,1,0,0,1,57,"45-59","higher","town","none"
3092,0,1,0,1,72,"60+","secondary","rural","none"
3093,1,0,1,1,31,"30-44","secondary","town","gov"
3094,1,0,0,1,57,"45-59","higher","rural","none"
3095,0,1,0,0,66,"60+","secondary","city","none"
3096,1,0,0,1,78,"60+","higher","town","gov"
3097,0,1,0,0,64,"60+","basic","rural","none"
3098,1,0,1,0,59,"45-59","secondary","town","gov"
3099,0,1,0,1,48,"45-59","higher","city","gov"
3100,0,1,0,0,40,"30-44","secondary","city","none"
3101,1,0,1,0,28,"18-29","higher","rural","gov"
3102,0,1,0,0,59,"45-59","secondary","town","none"
3103,0,1,0,0,73,"60+","secondary","rural","opp"
3104,1,0,1,1,38,"30-44","basic","rural","gov"
3105,0,1,0,0,56,"45-59","higher","rural","none"
3106,1,0,1,0,28,"18-29","higher","town","none"
3107,0,1,0,1,60,"60+","secondary","city","none"
3108,1,0,0,1,66,"60+","higher","town","none"
3109,1,0,1,1,46,"45-59","higher","rural","opp"
3110,0,1,0,0,60,"60+","higher","rural","gov"
3111,0,1,0,0,43,"30-44","higher","rural","opp"
3112,0,1,0,0,57,"45-59","secondary","town","none"
3113,0,1,1,1,46,"45-59","secondary","city","gov"
3114,1,0,0,1,47,"45-59","secondary","town","opp"
3115,1,0,0,1,76,"60+","secondary","rural","opp"
3116,1,0,0,0,63,"60+","secondary","rural","none"
3117,1,0,0,0,56,"45-59","higher","town","none"
3118,0,1,0,1,45,"45-59","basic","rural","opp"
3119,0,1,0,0,58,"45-59","secondary","rural","opp"
3120,0,1,0,1,81,"60+","basic","rural","none"
3121,0,1,0,0,40,"30-44","higher","rural","opp"
3122,1,0,0,0,56,"45-59","secondary","rural","none"
3123,0,1,0,0,53,"45-59","secondary","rural","opp"
3124,1,0,0,0,44,"30-44","secondary","rural","none"
3125,1,0,0,1,31,"30-44","secondary","rural","gov"
3126,1,0,0,1,30,"30-44","secondary","city","opp"
3127,1,0,0,0,45,"45-59","secondary","town","none"
3128,1,0,1,0,50,"45-59","higher","town","gov"
3129,1,0,0,1,40,"30-44","secondary","rural","gov"
3130,1,0,0,0,42,"30-44","secondary","city","opp"
3131,0,1,0,0,62,"60+","higher","town","gov"
3132,0,1,0,0,39,"30-44","higher","rural","gov"
3133,1,0,1,0,61,"60+","basic","town","opp"
3134,0,1,0,1,33,"30-44","secondary","city","none"
3135,1,0,0,0,66,"60+","secondary","rural","none"
3136,1,0,0,0,29,"18-29","secondary","town","gov"
3137,0,1,0,0,30,"30-44","basic","rural","none"
3138,1,0,1,1,36,"30-44","higher","city","opp"
3139,0,1,0,1,30,"30-44","secondary","rural","none"
3140,0,1,1,1,38,"30-44","secondary","rural","none"
3141,0,1,0,1,28,"18-29","secondary","rural","gov"
3142,1,0,0,1,44,"30-44","secondary","town","gov"
3143,1,0,1,0,55,"45-59","higher","rural","gov"
3144,0,1,0,0,76,"60+","secondary","rural","none"
3145,0,1,0,1,71,"60+","basic","city","gov"
3146,0,1,0,1,29,"18-29","higher","city","gov"
3147,0,1,1,1,54,"45-59","secondary","town","opp"
3148,1,0,1,1,60,"60+","secondary","town","opp"
3149,0,1,0,0,67,"60+","higher","rural","opp"
3150,0,1,0,0,65,"60+","basic","town","gov"
3151,1,0,0,0,61,"60+","secondary","town","none"
3152,0,1,0,0,63,"60+","secondary","city","gov"
3153,0,1,0,1,40,"30-44","secondary","city","none"
3154,1,0,0,1,73,"60+","higher","rural","none"
3155,1,0,0,1,35,"30-44","higher","town","opp"
3156,1,0,0,1,73,"60+","secondary","town","opp"
3157,1,0,1,0,39,"30-44","secondary","city","gov"
3158,0,1,0,1,24,"18-29","secondary","city","none"
3159,0,1,0,0,60,"60+","secondary","rural","none"
3160,1,0,0,0,50,"45-59","secondary","town","none"
3161,1,0,0,0,35,"30-44","higher","town","gov"
3162,0,1,0,1,36,"30-44","secondary","city","gov"
3163,1,0,0,1,50,"45-59","secondary","town","opp"
3164,0,1,0,1,69,"60+","secondary","town","none"
3165,1,0,0,1,78,"60+","secondary","town","opp"
3166,0,1,0,0,80,"60+","secondary","rural","gov"
